Category,Keyword,Tweet_Website,Author_Name,Author_Web_Page_URL,Tweet_Timestamp,Tweet_Content,Tweet_Image_URL,Tweet_Video_URL,Tweet_AD,Company_Reply,Tweet_Number_of_Reviews,Tweet_Number_of_Retweets,Tweet_Number_of_Likes,Tweet_Number_of_Looks
Post&Comment,Burger King,https://twitter.com/e507/status/1483080957330702343,beşyüzyedi,https://twitter.com/@e507,2022-01-17T14:17:09.000Z,"ABD'nin en sevilen fast food zincirleri (k: yougov)

1. Dairy Queen
2. Baskin Robbins
3. Krispy Kreme
4. Wendy's
5. Cinnabon
6. Dunkin'
7. Arby's
8. Pizza Hut
10. Taco Bell
12. Popeyes
13. Domino's
14. McDonald's
15. Subway
18. KFC
19. Burger King
24. Starbucks
25. Little Caesars","https://pbs.twimg.com/media/FJT11iKXsAQp2ye?format=jpg&name=small, ",,False,,12,12,125,N/A
Post&Comment,Burger King,https://twitter.com/GageACahoon/status/1483176120254087168,GAGΞ CAHO̲O̲N,https://twitter.com/@GageACahoon,2022-01-17T20:35:17.000Z,"Why is Burger King still in business?

I really don't understand, nothing is good there..",,,False,,0,0,2,N/A
Post&Comment,Burger King,https://twitter.com/Feelspipo/status/1483155389462024194,felpipo,https://twitter.com/@Feelspipo,2022-01-17T19:12:55.000Z,Number 15: Burger king foot lettuce. The last thing you'd want in your Burger King burger is someone's foot fungus.,,,False,,0,0,2,N/A
Post&Comment,Burger King,https://twitter.com/JonDonahue/status/1483192015709880320,Jon Donahue,https://twitter.com/@JonDonahue,2022-01-17T21:38:27.000Z,"#BackToTheFuture then and now. I live down the street from this location. By the way, I haven’t eaten at a Burger King in over 20years…","https://pbs.twimg.com/media/FJVbRr_VcAAItGd?format=jpg&name=small, ",,False,,23,65,522,N/A
Post&Comment,Burger King,https://twitter.com/iamstarduzt/status/1483159954534055940,STARDUZT,https://twitter.com/@iamstarduzt,2022-01-17T19:31:03.000Z,"things i've learned today:
basically no place has chicken kievs anymore
pedialyte is very wack
chicken fries from burger king are pretty good",,,False,,0,0,2,N/A
Post&Comment,Burger King,https://twitter.com/SleezyWeezelsle/status/1483157195697102855,where do bad folks go when they die,https://twitter.com/@SleezyWeezelsle,2022-01-17T19:20:05.000Z,"if i order something at like mcdonalds or burger king or something and they get my order wrong i'm gonna angrily tell the person working there ""you know i'm REAAAAALLY one step away from becoming gg allin"" in a harsh tone.",,,False,,2,0,6,N/A
Post&Comment,Burger King,https://twitter.com/TatianaJDeLeon/status/1483156527628185600,Tati,https://twitter.com/@TatianaJDeLeon,2022-01-17T19:17:26.000Z,My friend is bringing me Burger King since I can’t go anywhere,,,False,,0,0,5,N/A
Post&Comment,Burger King,https://twitter.com/blagojevism/status/1483126804521144327,Adrian,https://twitter.com/@blagojevism,2022-01-17T17:19:20.000Z,"As much as I like a good Corinthian capital, most critics agree that the restrained Doric order is more appropriate for McD's and Burger King. Save the scrolls and acanthus leaves for Popeyes, i.e., top-tier fast food.",,,False,,2,2,15,N/A
Post&Comment,Burger King,https://twitter.com/bee_are_/status/1483143583838396427,200-500 feral community banks,https://twitter.com/@bee_are_,2022-01-17T18:26:00.000Z,Eugenics is when you tell your friend to eat a vegetable and no the burger king tomato doesn't count,,,False,,2,0,9,N/A
Post&Comment,Burger King,https://twitter.com/SoraTheSyke/status/1483167655569895427,SoraTheSyke // love and miss you Spikey,https://twitter.com/@SoraTheSyke,2022-01-17T20:01:39.000Z,man    i dont know what happened to burger king. like the fries used to be top tier and the chicken sandwitch a force to be reckoned with.  thems the soggiest fries i've ever had. ugh,,,False,,5,0,11,N/A
