Category,Property Type,Address,Bedrooms,Bathrooms,Price,Link,Telephone,Managed,Pool,Furnished
Buy,Mfd/Mobile,"2211 SW 51st Ct, Fort Lauderdale, FL 33312",3,2,"$350,000",https://www.realtor.com/realestateandhomes-detail/2211-SW-51st-Ct_Fort-Lauderdale_FL_33312_M64543-83018,,,N,N
